text,papers
عندي استفسار وياريت تردوا عليا ضروري فيه واحد شغال عندي ف المحل بتاعي جاب قرض من ورايا ع المحل بتاعي من غير م اعرف وعمل عقد إيجار من نفسه اني مأجرله المحل وبطاقه ضريبيه وسجل ب اسمه كده يبقي فيه ضرر عليا او ع المحل انا مامضتش ع ورق ولا كنت اعرف حاجه ولا عندي لسه بطاقه وسجل وامن نفسي ازاى للعلم ان المحل ف بيتي,"بشكل عام، قد يكون هناك خطورة على المحل وعليك التأكد من أنه تم إجراء كل الإجراءات اللازمة لحمايتك وحماية ممتلكاتك."
سلام عليكم ورحمه الله وبركاتهممكن سؤال فحالة طلاق واحد سيدة دفعات للطلاق والزوج ديالها مكيبغيش يتسلم الاستدعاء,"ولكن في النهاية، سيتم تسليم الأوراق اللازمة للمحكمة ويمكن للمحامي تمثيل السيدة وتشكيل دفاع قوي لها في حال تقديم الزوج لأوراق الطلاق والمحاكمة."
الجاني ممكن يرتكب جريمة القتل بسبب غضب شديد أو انفعال سببه إستفزاز المجني عليه. الاستفزاز الصادر من المجني عليه مش سبب للبراءة -مهما كانت درجة الاستفزاز- لأن الغضب الشديد مش بينفي القصد الجنائي سواء العام أو الخاص.مينفعش متهم في جريمة قتل يدفع بإنعدام القصد الجنائي الخاص «نية إزهاق الروح» لأنه كان في حالة غضب طب ايه فايدة الدفع بوجود إستفزاز من المجني عليه؟   ثبوت إستفزاز المجني عليه للجاني مهم جدا في اثبات «انتفاء الإصرار والترصد» في جرائم القتل. اختصارا وجود حالة من حالات الاستفزاز يعتبر عذر مخفف للعقوبة لكن لا يترتب عليه البراءة. # مؤسسة عزب للمحاماة والأستشارات القانونية,"لذلك، يجب علينا كمحاميين جمع جميع الأدلة والشهود اللازمة لإثبات وجود الاستفزاز للجاني، كما يجب علينا البحث عن أدلة تثبت عدم وجود الترصد والإصرار في قتل المجني عليه."
السلام عليكم ورحمه الله وبركاته بعد اذن حضراتكم زوجتي رافعه القايمه اسره والقايمه بمليون جنيه نصفهم عفش ونصف دهب والدهب مكتوب في القايمه ٦٠٠جرام المأذون مسعر الدهب علي حوالي ٨٠٠جنيه مع العلم فتره الزواج مكملتش شهر ايه الحل القانوني وشكرا,يمكنك الذهاب لمحامي للاطلاع على الإجراءات القانونية اللازمة لتقديم الدعوى باحتساب كل ما يحق لك ولزوجتك وطرح كل الأدلة والشهادات التي تثبت عدم صحة القايمة.
السلام عليكم....ارجو من حضراتكم الإفادة ليا في أسرع وقت : انا متجوزة وفي مشاكل كتير بيني وبين جوزي وبيهددني ياخد ابني مني لحد اللحظة دي وانا خايفة انام لياخده من جنبي وظروفي المادية ما تسمحش اني اجيب محامي ف ممكن محكمة الأسرة لو روحتها الصبح تفيدني ولا لأ ؟؟؟ ولا أروح اعمله محضر  ولا اعمل ايه ؟؟؟ انا خايفة جدا جدا والله اعتبروني أختكم,"إذا كانت لديك أدلة وانطباع قوي بأن طفلك في خطر، يجب عليك اتخاذ الإجراءات القانونية المناسبة."
صباح الخير عندي استشاره منفضكم ابني محبرس والقض بتاعو يوم 8اتناشر والمحامي اتصل وقلي النيابه وفت علي النقض هيا دي حاجه كويسه ولا ايه,يمكن للمحامي الخاص بك أن يحضر إلى الجلسة ويبدي رأيه حول هذا الموضوع ويساعدك في تحضير الأوراق اللازمة لأي قرارات قد تصدر من المحكمة.
هل يحدد القانون مدة معينة للمتهم لإمكانية عمل الاستئناف بعد الحكم في المعارضة ... ام انها وقت مفتوح,"على سبيل المثال، في مصر يحدد القانون مدة ثلاثين يومًا لتقديم طلب الاستئناف بعد صدور الحكم في المعارضة."
سلام عليكم لو في 3 اطرف في قضيه الاول وتاني اخده فيه براء والتالت اخد حكم نهائي جنائي هل بيكون في حل ولو عمل نقض هل هيتم الموافقه علي النقض شكلا وموضوعا,"وإذا قدم أحد الأطراف ""براءة"" فإنه يجب دراسة صحة البراءة وشكلها (هل هي براءة صادرة عن محكمة أم مجرد أقوال من الطرف نفسه)."
السلام عليكم لو سمحتم عايزه استشير حضراتكم ⁦⁩دلوقتي انا لقيت واحده بتعمل حجات حرام و عرفت انها مرضه نفسيا فتواصلت مع اختها و قولتلها كل شئ و قولت بالشات انها كأنها فتاه ليل فلما اختها واجهتها هي سلطت عليه واحد يرن من ارقام غريبه فهددتها اني افضحها قصاد اسرتها فسكتت ⁦⁩انا كنت بحذف الرسايل ديه اول بأول بس ممكن يكونوا احتفظوا بنسخه اضافيه من كلامي بالشات في صوره   اسكرين شوت و حفظولي الصوتيات اللي بعتها بصوتي خاصه انه  ممكن يحذفوا رساله من اللي قولته بظون ما اعرف لان التليجرام بيتيح دهفممكن يبان اني بشتم و بهدد بدون سبب اساساو ممكن يكونوا سعوا بموضوع ااقضيه ده من فتره حديثي علي التليجرام و الواتس معاهم الله اعلم  سؤالي هو ممكن يقدموا فيه بلاغ تهديد او سب و قذف و ما الي ذلك ؟,"ولذلك، قبل أن تقومي بأي إجراء آخر، فإنه من المستحسن استشارة محامٍ محلي للحصول على نصيحة قانونية حول الموقف الذي تواجهينه."
الموضوع باختصار عقارين مدخل السلم مشترك مابينهم طوله 5 أمتار في 2.5 عرض  .. أحد العقارين عائلي والتاني صاحبه طلع منه واستثمره سكني لمعارفه بنيه تطفيش صاحب العقار الثاني العائلي وبوابه المدخل ال24 ساعه مفتوحه بسبب السكان  وده مسبب ضرر للعقار العائلي ده غير وسائل التطفيش الأخري  اللي بيستخدموها  من قمامه او قطع اسلكه الكهرباء وقبل كده تم التعدي علينا باسلحه بيضاء وعملنا محضر ولم يتم اخد اجراء وتم حفظه بالنيابه  ... وجبنا كبار العائله لفصل السلم ولكن بقي الوضع كما هو عليه السؤال .. هل في اجراء قانوني يقدر يحل المشكله دي بحيث يكون الفيصل لقسمه مدخل السلم,يجب الحصول على تقرير من خبير عقاري يثبت وجود الأضرار التي تعرض لها العقار العائلي بسبب استخدام العقار الآخر للمدخل المشترك بشكل خاطئ.
